"id","code","name","address","developer_name","master_plan_url","infrastructure_map_url","construction_start_date_from","handover_date","rank","total_area","ctsn_dens","total_property","min_selling_price","max_selling_price","min_unit_price","max_unit_price","blocks","number_ele","number_living_floor","number_basement","min_prop_per_floor","max_prop_per_floor","bike_parking_monthly","car_parking_monthly","latitude","longitude"
"f1697e1a-5e32-13e7-8797-fc1625f1fa7c","Ecohome 2","Ecohome 2","P. Đông Ngạc, Q. Bắc Từ Liêm, TP. Hà Nội","CTCP Thương mại Thủ đô – Capitol House","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/58.%20Ecohome%202/58.%20Ecohome%202.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_B%E1%BA%AFc%20T%E1%BB%AB%20Li%C3%AAm.png","2013-11-18","2016-01-30","Trung cấp",1.58,0.36,980,1377683604,2940528060,35699434,42307683,4,4,16,1,17,18,80000,1200000,21.083668,105.784182
"2bc963e3-3f4d-a1db-cb2d-a91019e32187","Ecohome 3","Ecohome 3","P. Đông Ngạc, Q. Bắc Từ Liêm, TP. Hà Nội","Công ty cổ phần Đầu tư và Thương mại Thủ đô và Công ty cổ phần Đầu tư bất động sản Bắc 9","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/59.%20Ecohome%203/59.%20Ecohome%203.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_B%E1%BA%AFc%20T%E1%BB%AB%20Li%C3%AAm.png","2018-01-01","2000-12-31","Trung cấp",1.23,33,2886,1553374574,3572686250,37148199,46400210,4,8,31,2,26,26,60000,1000000,21.084905,105.784542
"64efaaae-236a-67c0-3e3d-a60ebefcf658","Ecohome Phúc Lợi","Ecohome Phúc Lợi","P. Phúc Lợi, Q. Long Biên, TP. Hà Nội","CTCP Đầu tư và Thương mại Thủ đô - Capital House","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Ecohome%20Ph%C3%BAc%20L%E1%BB%A3i/Ecohome%20Ph%C3%BAc%20L%E1%BB%A3i.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Long%20Bi%C3%AAn.png","2000-12-31","2018-03-01","Trung cấp",0.81,0.4,680,1444112356,4372672445,31341455,41198911,2,5,24,3,17,17,100000,1200000,21.040892,105.927629
"0eb59902-9658-7173-cf0d-17e7acb8def4","Ecolife Capitol","Ecolife Capitol","P. Mễ Trì, Q. Nam Từ Liêm, TP. Hà Nội","Công ty cổ phần Đầu tư và Thương mại Thủ đô Invest - Capitol House","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/170.%20Ecolife%20Capinol/170.%20Ecolife%20Capinol.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2015-01-01","2000-12-31","Trung cấp",1.06,0.39,900,1274193592,7520291820,31154588,57121099,3,4,34,3,8,14,66000,1320000,20.993881,105.786626
"cb06fc44-fda7-f454-f78c-94746f6aadfb","Ecolife Tây Hồ","Ecolife Tây Hồ","P. Xuân La, Q. Tây Hồ, TP. Hà Nội","Công ty Cổ phần Đầu tư và Thương mại Thủ Đô (Capital House)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/Master%20plan%20update%202/Ecolife%20T%C3%A2y%20H%E1%BB%93/Ecolife%20T%C3%A2y%20H%E1%BB%93.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_T%C3%A2y%20H%E1%BB%93.png","2015-01-01","2018-04-01","Trung cấp",0.8,0.43,612,5030563440,8259302400,56108100,65544900,3,4,32,2,7,8,0,0,21.051201,105.800089
"5418bcfb-ad10-fa3c-561f-06d8765f7937","Ellipse Tower","Ellipse Tower","P. Mộ Lao, Q. Hà Đông, TP. Hà Nội","Công ty Cổ phần BĐS Thăng Long","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/120.%20Ellipse%20Tower/120.%20Ellipse%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_H%C3%A0%20%C4%90%C3%B4ng.png","2012-01-01","2014-01-01","Trung cấp",0.26,0.61,260,2467484534,4437003374,28587704,40092161,1,6,33,3,13,13,66000,1320000,20.977696,105.783662
"ac6e3c35-508e-38c4-089a-9779346b1210","Emerald Center Park","Emerald Center Park","P. Mỹ Đình 1, Q. Nam Từ Liêm, TP. Hà Nội","Tập đoàn Vimedimex Group-Vimefulland","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/171.%20Emerald%20Center%20Park/171.%20Emerald%20Center%20Park.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2016-01-01","2000-12-31","Trung cấp",1.9,0.35,1344,4119533686,8892023032,47498711,68752368,4,7,30,3,12,12,80000,0,21.01761,105.77388
"7626fa34-f74d-0e1e-d813-0a71fb6b015d","Epic Home","Epic Home","P. Cổ Nhuế 2, Q. Bắc Từ Liêm, TP. Hà Nội","LIÊN DANH CONSTREXIM 1 – THÁI HÀ","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/60.%20Epic%20Home/60.%20Epic%20Home.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_B%E1%BA%AFc%20T%E1%BB%AB%20Li%C3%AAm.png","2017-01-01","2000-12-31","Trung cấp",4.5,0.34,1868,3399220138,7384397674,47710429,63342774,5,5,30,3,14,22,70000,800000,21.056097,105.777752
"a6683229-79f6-5e8a-3477-67e174185030","Eurowindow Multi Complex","Eurowindow Multi Complex","P. Trung Hòa, Q. Cầu Giấy, TP. Hà Nội","Công ty cổ phần xây dựng và phát triển công nghệ cao - Decotech","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/352.%20Eurowindow%20Multi%20Complex/352.%20Eurowindow%20Multi%20Complex.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_C%E1%BA%A7u%20Gi%E1%BA%A5y.png","2010-01-01","2013-10-01","Trung cấp",0.4,50,290,4153596410,12624434732,59571122,73148524,1,8,28,3,15,15,100,1,21.013868,105.803674
"a44a4185-35d9-fe14-2614-91604e904ae2","Eurowindow River Park","Eurowindow River Park","X. Đông Hội, H. Đông Anh, TP. Hà Nội","Công ty TNHH Thăng Long","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/Master%20plan%20update%202/Eurowindow%20River%20Park/Eurowindow%20River%20Park.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_%C4%90%C3%B4ng%20Anh.png","2016-01-01","2020-01-01","Trung cấp,Bình dân",4.2,0.4,2114,1806316693,30594900389,30772005,157515258,4,6,39,1,18,41,0,0,0,0
"8bab9b2c-ef10-3211-c504-2de76c5ffc5c","FLC Complex","FLC Complex","P. Mỹ Đình 2, Q. Nam Từ Liêm, TP. Hà Nội","FLC Group","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/172.%20FLC%20Complex/172.%20FLC%20Complex.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2014-01-01","2000-12-31","Trung cấp",0.4,44.4,465,2929482117,7695194583,53028894,64636680,1,7,37,2,15,15,70000,1200000,21.027246,105.778213
"473385c5-8e73-7a64-22f4-4b57b9afe7f9","FLC Garden city","FLC Garden city","P. Đại Mỗ, Q. Nam Từ Liêm, TP. Hà Nội","Tập đoàn FLC Group","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/FLC%20Garden%20city/FLC%20Garden%20city.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2000-12-31","2019-11-01","Trung cấp",7.9,0.49,1648,1672192178,4606946635,33901796,47784778,5,4,33,0,10,16,90000,1200000,20.991012,105.755689
"dbf3e5ee-a321-da5f-041e-5144f370ec14","FLC Green Apartment","FLC Green Apartment","P. Mỹ Đình 2, Q. Nam Từ Liêm, TP. Hà Nội","Tập đoàn FLC","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/173.%20FLC%20Green%20Apartment/173.%20FLC%20Green%20Apartment.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2016-01-01","2000-12-31","Trung cấp",0.36,48.6,368,1835128021,3391876997,39532150,48719863,1,6,30,1,16,16,45000,1000000,21.03005,105.77805
"bdec7e13-9a39-3b74-bfc1-d76c902c0e3a","FLC Landmark Tower","FLC Landmark Tower","P. Mỹ Đình 2, Q. Nam Từ Liêm, TP. Hà Nội","FLC Group","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/174.%20FLC%20Landmark%20Tower/174.%20FLC%20Landmark%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2009-01-01","2012-04-01","Bình dân",4.35,0.6,300,4568472586,6273366533,36204619,44758322,2,6,30,2,6,6,100000,1600000,21.034514,105.771802
"d76a5ba7-a39f-9bbd-3527-327505d99dee","FLC Star Tower","FLC Star Tower","P. La Khê, Q. Hà Đông, TP. Hà Nội","CTCP Địa ốc Star Hà Nội (trực thuộc tập doàn FLC)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/122.%20FLC%20Star%20Tower/122.%20FLC%20Star%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_H%C3%A0%20%C4%90%C3%B4ng.png","2015-01-01","2000-12-31","Trung cấp",0.28,0.48,455,2163351916,5795877817,35700218,43513981,1,6,37,4,13,13,0,0,20.962473,105.764237
"f570bcf9-a421-a50a-e60f-4b484b4a63a5","FLC Twin Tower","FLC Twin Tower","P. Dịch Vọng, Q. Cầu Giấy, TP. Hà Nội","FLC Group","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/88.%20FLC%20Twin%20Towers/88.%20FLC%20Twin%20Towers.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_C%E1%BA%A7u%20Gi%E1%BA%A5y.png","2015-01-01","2000-12-31","Trung cấp",1.08,0,420,5484569803,8847042063,57311021,71862160,1,6,50,3,10,10,120000,1200000,21.034034,105.794832
"5f076350-736e-b0ee-19bd-07331c56c24d","Fafilm - VNT Tower","Fafilm - VNT Tower","P. Khương Trung, Q. Thanh Xuân, TP. Hà Nội","Công ty CP Tập đoàn Đại Dương","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Fafilm%20-%20VNT%20Tower/Fafilm%20-%20VNT%20Tower.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2000-12-31","2012-01-01","Trung cấp",0.14,0.3,168,4471617211,7702838704,46583919,54512776,1,4,27,2,8,8,100000,1200000,21.001684,105.820524
"afbdfc7a-a6ab-0168-c318-07850a84b95f","Five Star Garden","Five Star Garden","P. Kim Giang, Q. Thanh Xuân, TP. Hà Nội","Công ty cổ phần Đại Kim (Five Star Group )","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Five%20Star%20Garden/Five%20Star%20Garden.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2014-03-01","2017-03-01","Trung cấp",1.3,0.39,1236,3402176555,6372762423,45411923,56855750,4,10,30,2,12,13,100000,1200000,20.985763,105.812794
"e3b2e5a9-ea91-d870-1d80-b05b335a4c4e","Five Star West Lake","Five Star West Lake","P. Thụy Khuê, Q. Tây Hồ, TP. Hà Nội","Tập Đoàn Five Star ( GFS)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects/16112022/Five%20Star%20West%20Lake.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_T%C3%A2y%20H%E1%BB%93.png","2017-12-01","2020-12-01","",0.27,0.3,0,2101792103,18086845922,43772635,81890702,0,5,14,3,14,14,120000,1200000,21.042728,105.820607
"0c4e297c-6393-8ecb-cde0-c4034e0b762f","Florence Tower","Florence Tower","P. Cầu Diễn, Q. Nam Từ Liêm, TP. Hà Nội","Công ty Cổ Phần Nhà Mỹ Xuân Hà Nội (đơn vị thành viên của Phục Hưng Holdings)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/175.%20Florence%20Tower/175.%20Florence%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2017-10-01","2019-10-01","Cao cấp,Trung cấp",1.43,0.69,0,3543741551,7161071577,47785080,61149095,0,4,25,3,12,12,120000,1300000,21.030717,105.761314
"08385b1e-d0c3-6260-2e6b-307b281cd71c","Geleximco Southern Star","Geleximco Southern Star","P. Giáp Bát, Q. Hoàng Mai, TP. Hà Nội","Công ty cổ phần Xuất nhập khẩu Tổng hợp Hà Nội","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Geleximco%20Southern%20Star/Geleximco%20Southern%20Star.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ho%C3%A0ng%20Mai.png","2000-12-31","2022-04-01","Trung cấp",0.94,0.42,360,3508248366,6156673580,57847213,67383420,2,4,25,3,12,12,100000,1000000,20.979231,105.841909
"cb4a0a5b-dbc3-d529-0581-854f6af57aef","Gemek Premium","Gemek Premium","X. An Khánh, H. Hoài Đức, TP. Hà Nội","Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội – Geleximco","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/123.%20Gemek%20Tower%202/123.%20Gemek%20Tower%202.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ho%C3%A0i%20%C4%90%E1%BB%A9c.png","2015-01-01","2000-12-31","Trung cấp",0.69,0.6,992,2826304423,4244777511,42752303,47587191,3,6,34,1,8,14,50000,500000,21.003334,105.732356
"50682f24-252e-1555-5ff2-ad56a8df3623","Gemek Tower","Gemek Tower","X. An Khánh, H. Hoài Đức, TP. Hà Nội","Công ty Cổ phần XNK Tổng hợp Hà Nội (GELEXIMCO) và Công ty Cổ phần BĐS Mê Kông (MekongLand)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Gemek%20Tower/Gemek%20Tower.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ho%C3%A0i%20%C4%90%E1%BB%A9c.png","2000-12-31","2016-04-01","Trung cấp",0.83,0.6,1276,2074321621,4219109220,35669693,43335953,2,6,34,2,19,25,50000,500000,21.008478,105.730463
"7c0014a0-635f-ffff-a869-8a9fd8a35cc6","Gold Season","Gold Season","P. Thanh Xuân Trung, Q. Thanh Xuân, TP. Hà Nội","Công ty cổ phần bất động sản Mỹ","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/229.%20Gold%20Season/229.%20Gold%20Season.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2015-01-01","2000-12-31","Cao cấp,Trung cấp",2.2,0.36,1454,3077795281,8006279220,47824533,74511110,4,5,35,3,12,14,80000,1200000,20.995093,105.8051
"2444c7fd-fc15-a381-9ef0-0a9443cbe419","Gold Tower","Gold Tower","P. Thanh Xuân Trung, Q. Thanh Xuân, TP. Hà Nội","Hoàng Huy Group","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/218.%20Gold%20Tower/218.%20Gold%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2017-01-01","2000-12-31","Cao cấp",0.55,49.5,170,5705432715,8929497532,62422676,68635642,1,9,33,2,10,10,90000,1800000,20.993631,105.807017
"839fe7b0-4c50-ba3c-a3df-a48a3a9d97ed","Golden Central Tower","Golden Central Tower","P. Đại Kim, Q. Hoàng Mai, TP. Hà Nội","Công ty cổ phần xây dựng số 2 (Vinaconex 2)","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects2/Golden%20Central%20Tower/Golden%20Central%20Tower.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ho%C3%A0ng%20Mai.png","2000-12-31","2017-02-01","Trung cấp",0.55,0.38,660,2056635708,5098294022,41475762,53651936,1,8,35,2,20,20,90000,1400000,20.972867,105.820988
"c494c8db-ec21-4c77-41b2-687f8a07d29c","Golden Field","Golden Field","P. Cầu Diễn, Q. Nam Từ Liêm, TP. Hà Nội","Tổng công ty CP Địa ốc MBLand","","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2015-01-01","1900-01-01","Trung cấp",0.44,0.49,0,3456237907,11728336635,51451627,59728728,0,6,30,3,19,19,0,0,21.034928,105.765697
"5d363974-91d6-3bca-dcd5-9946a67fcbc0","Golden Land","Golden Land","P. Thanh Xuân Trung, Q. Thanh Xuân, TP. Hà Nội","Công ty cổ phần Thương Mại Hưng Việt (Thuộc tập đoàn tài chính Hoàng Huy) ","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/230.%20Golden%20Land/230.%20Golden%20Land.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2010-01-01","2000-12-31","Trung cấp",2.34,0.39,776,3232997419,7324324624,47065409,61499523,3,6,27,3,11,11,0,0,20.99312,105.80794
"946da9b1-fa20-16d8-432a-b126b7780ce7","Golden Millennium","Golden Millennium","P. Mộ Lao, Q. Hà Đông, TP. Hà Nội","Công ty cổ phần tư vấn đầu tư xây dựng Ba Đình","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/124.%20Golden%20Millennium/124.%20Golden%20Millennium.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_H%C3%A0%20%C4%90%C3%B4ng.png","2014-01-01","2000-12-31","Trung cấp",0.49,60,426,1869594633,3880828576,20575381,28338145,1,6,36,3,15,15,0,0,20.9771,105.78347
"da25613f-48da-7a41-9d51-b5e20272182c","Golden Palace","Golden Palace","P. Mễ Trì, Q. Nam Từ Liêm, TP. Hà Nội","Công ty CP đầu tư Mai Linh","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project%20MVP2/24082022/Golden%20Palace.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Nam%20T%E1%BB%AB%20Li%C3%AAm.png","2000-12-31","2011-01-01","Trung cấp",1.63,0.47,1092,4523250593,8473231850,51569825,64994556,3,6,30,4,13,15,110000,1320000,21.012136,105.775189
"f35692a9-a118-bdd2-d5e9-63d2982f3969","Golden Park Tower","Golden Park Tower","P. Yên Hòa, Q. Cầu Giấy, TP. Hà Nội","Công ty TNHH đầu tư và xây dựng Tây Đô","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/89.%20Golden%20Park%20Tower/89.%20Golden%20Park%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_C%E1%BA%A7u%20Gi%E1%BA%A5y.png","2017-01-01","2000-12-31","Cao cấp",0.46,45,368,4517623548,7356767866,53894820,66246733,1,4,45,4,16,16,120,1,21.023931,105.790264
"1de21963-7c20-1d43-430b-5404b9d1fd49","Golden West Residence","Golden West Residence","P. Nhân Chính, Q. Thanh Xuân, TP. Hà Nội","Tổng công ty cơ khí XD Coma","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project%20MVP2/24082022/Golden%20West%20Residence.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Thanh%20Xu%C3%A2n.png","2000-12-31","2013-12-01","Trung cấp",0.41,0.47,782,3409369415,5176098838,41610376,50878103,3,3,27,3,11,12,80000,1500000,21.002431,105.802069
"0f1da216-cb5d-70d8-fc4c-e598488b4b9f","Goldmark City","Goldmark City","P. Phú Diễn, Q. Bắc Từ Liêm, TP. Hà Nội","Công ty TNHH Thương mại – Quảng cáo – Xây dựng- Địa ốc Việt Hân","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/61.%20Goldmark%20City/61.%20Goldmark%20City.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_B%E1%BA%AFc%20T%E1%BB%AB%20Li%C3%AAm.png","2014-12-01","2017-03-01","Trung cấp",11.39,0.23,4515,3759562245,9554962780,49221426,69491793,8,6,40,2,11,17,60000,0,21.043242,105.767567
"0c0eaf11-6405-08e8-cc97-ccb332bd2c19","Goldsilk Complex","Goldsilk Complex","P. Vạn Phúc, Q. Hà Đông, TP. Hà Nội","Công ty Cổ phần Bất động sản HANOVID","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/125.%20Goldsilk%20Complex/125.%20Goldsilk%20Complex.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_H%C3%A0%20%C4%90%C3%B4ng.png","2015-01-01","2000-12-31","Trung cấp",1.96,0.58,748,3644756147,6199827699,45023815,60245951,2,6,32,1,14,14,0,1200000,20.976504,105.775493
"87e87d7e-f3ba-276e-dcc1-058acaf1481d","Gradeur Palace","Grandeur Palace","P. Kim Mã, Q. Ba Đình, TP. Hà Nội","Công ty Cổ phần Đầu tư Văn Phú","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects/16112022/Gradeur%20Palace.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ba%20%C4%90%C3%ACnh.png","2018-12-01","2020-12-01","",0.93,0.52,0,8463276002,17428356552,105945415,116109320,0,4,22,4,8,8,120000,1200000,21.028829,105.825715
"b943cde2-0427-945e-18af-27b59aa76341","Green House Việt Hưng","Green House Việt Hưng","P. Đức Giang, Q. Long Biên, TP. Hà Nội","Tổng công ty Đầu tư Phát triển Nhà và Đô thị HUD","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects3/Green%20House%20Vi%E1%BB%87t%20H%C6%B0ng.jpg/Green%20House%20Vi%E1%BB%87t%20H%C6%B0ng.jpg.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Long%20Bi%C3%AAn.png","2000-12-31","2009-12-01","Trung cấp,Bình dân",3,0.51,632,1981249898,6085294994,34062498,43142576,6,1,17,4,8,12,100000,1200000,21.057706,105.906355
"f308f0c5-6941-89e9-6e9c-914f585de988","Green Life Tower","Green Life Tower","P. Hoàng Liệt, Q. Hoàng Mai, TP. Hà Nội","Tổng công ty phát triển nhà và đô thị HUD","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project%20MVP2/24082022/Green%20Life%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Ho%C3%A0ng%20Mai.png","2000-12-31","2009-06-01","Cao cấp",1.6,0.33,294,5032574744,8179086420,54983623,62473960,2,2,25,2,7,7,100000,1000000,20.964449,105.830904
"a628997e-b34d-fb27-2752-dbc00514db07","Green Park Tower","Green Park Tower","P. Yên Hòa, Q. Cầu Giấy, TP. Hà Nội","Công ty đầu tư và phát triển nhà ở Constrexim","https://storage.googleapis.com/cdn.onehousing.vn/HD/Project/90.%20Green%20Park%20Tower/90.%20Green%20Park%20Tower.jpg","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_C%E1%BA%A7u%20Gi%E1%BA%A5y.png","2010-01-01","2000-12-31","Trung cấp",5.79,0.8,352,3923460756,4900792230,40748258,48254689,2,4,28,2,8,8,0,0,21.022281,105.78678
"87709ec8-56f5-f9dd-d7d0-cdde5926b1e0","Green Pearl","Green Pearl","P. Vĩnh Tuy, Q. Hai Bà Trưng, TP. Hà Nội","Công ty CP Phát triển nhà Phong Phú – Daewon – Thủ Đức","https://storage.googleapis.com/cdn.onehousing.vn/HD/Projects3/Green%20Pearl/Green%20Pearl.png","https://storage.googleapis.com/cdn.onehousing.vn/HD/Th%C3%B4ng%20tin%20qu%E1%BA%ADn%20huy%E1%BB%87n/Infra%20Map_Hai%20B%C3%A0%20Tr%C6%B0ng.png","2000-12-31","2016-06-01","Cao cấp",2.87,0.37,504,4485630258,9181385521,61500000,71218154,2,6,21,2,14,14,100000,1100000,20.996519,105.863522
